,summary,access,interaction,house_rules,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
3023,"Unfurnished Private Room w/ Airbed sharing All common areas with students or professionals. Laundromat, Cleaners, Food, Market Shops near. House Distance from T: 5-10 mins walk to Red Line station.  Train Rides: 15 min to Downtown Boston, 20 to MIT",Sharing All common areas with students/professionals.,I am 1 phone call/text or email away.  Always available for my guests.,"NO PETS!  NO SMOKING ON PREMISES! NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",2014-05-30,within a few hours,100%,94%,f,22,,Dorchester,,f,Apartment,Private room,1,1.0,1.0,1.0,Airbed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,37.0,$500.00,$50.00,1,$0.00,10,1125,4,90.0,f,f,moderate,0.8
3024,"Delicously cool one-bedroom apartment opens onto large deck, giant trees and hillside garden; charming Victorian hill-top house. Quiet residential neighborhood,  fast walk to subway station, four stops to historic and financial center.    ","Apartment rent includes heat, hot water, cable, WIFI and laundry facilities,plus fully equipped galley kitchen, completely furnished living room, bedroom with study alcove, plenty of closet space, sheets and towels and blankets, memory foam double bed, etc.On-street parking plentiful and unrestricted, off-street parking available for additional fee. Separate entrance and kitchen windows face hillside and big leafy trees.","You have this space to yourself; but, I live in the upstairs part of the house, so am usually handy if you need anything or have a question.  I speak Italian and French, and understand Spanish; I can provide books on Boston and advice on touring the area.  My housekeeper is also available for questions.","No smoking of any kind indoors; no smoking on deck or in back garden; smoking allowed in front garden, where chairs and a table are provided.  Guests using kitchen area are asked to keep it clean and put away food in refrigerator or cabinets or plastic containers.  Quiet hours after 11pm. ",2013-11-09,within an hour,100%,96%,f,4,Dorchester,Dorchester,,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,130.0,,$20.00,3,$20.00,2,1125,77,87.0,f,f,moderate,2.89
3025,"This 1300sqft two-bedroom apartment, with private entrance, includes two bedrooms, two full bathrooms, living room, dining room and kitchen. Additional amenities include a 47"" LCD TV with premium cable, gas grill, street parking, minutes from train!",Guests will be able to access the entire space.,"If available, we are willing to help guests.","•No Smoking in any part of the property •Please do not leave any trash outside, please leave trash in bag inside the unit •Do not flush anything down toilet except toilet paper •Please maintain a reasonable volume •Please respect the property •No large parties •No more than 4 guests •Please ask before accessing bar •Do not purchase anything on cable •Please do not leave exterior doors open so that we can keep out insects and pests",2014-12-31,within an hour,100%,100%,f,3,Dorchester,Dorchester,,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,180.0,$100.00,$80.00,4,$35.00,2,1125,27,90.0,f,f,moderate,2.73
3026,Close to Fields Corner station (Red Line) and Four Corners/Geneva Commuter Rail Station.  Renovated and clean house.  Good for solo adventurers and business travelers.,Strong and solid Wifi connection Full use of kitchen and bathroom (shared),"We are friendly, mature and considerate roommates (mixed gender) : highly professional in our respective fields : health care, medical school, higher education : We are all relatively new to this area and have different hours and schedules, doing our own things, but sometimes we dine out together and enjoy BBQ in the back yard.","Unlike most other Airbnb listings, what we do here is long-term rentals by the year, or by the semester.  We try to keep the atmosphere conducive to studying and resting and a couple of house-rules are in place to this end.  1. Towels and linens (sheets, blankets, and pillows) are NOT provided. The bed is twin size. 2. No smoking on the premises.  3. No loud music or TV etc.  4. Only for one person (no couples, no visitors). We seldom have visitors, let alone overnight guests. We know this will be a major turn-off to many people, but we believe we can find a like-minded roommate who can have fun outside the house.  5. If you are not sure about your check-out date, you can reserve the minimum days and extend your stay at a discounted rate.  6. Check-in time has to be coordinated at least 48 hours ahead. On arrival, a short registration process with a picture ID is needed in exchange for keys and wifi access.  7. Inside the apartment, we take off our outside shoes. So if you bring your o",2014-07-21,within a day,93%,57%,f,17,Dorchester,Dorchester,,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Hot Tub"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,35.0,$300.00,$50.00,1,$0.00,30,999,2,100.0,f,f,strict,0.67
3027,Commuters dream! My place is close to Ashmont Station located along the red line. My place is good for solo adventurers.,,,,2015-12-08,within an hour,100%,100%,f,2,Dorchester,Dorchester,,t,Condominium,Shared room,1,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,51.0,,,1,$0.00,1,1125,1,100.0,f,f,flexible,0.48
3028,Gated 4 Bedroom Residence Bedrooms: 4 Beds Bathrooms: 2 Baths Parking: Yes Laundry: In Unit Floor: 2 floors of living space Property Type: Single Family House,,,No Parties No Loud Music No Smoking,2015-07-24,within a few hours,94%,91%,f,3,Dorchester,Dorchester,,t,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers}",,225.0,,$50.00,6,$50.00,1,1125,21,75.0,f,f,strict,1.82
3031,"Convenient, easily accessible location to Boston’s finest tourist attractions.  Minutes from UMASS Boston, JFK Library, Cambridge, Harvard/MIT and other universities, Bayside Expo and Conference Center, Boston Harbor and  Downtown Crossing.","Guests have access to entire house and shared front porch during the milder months. Two (back to back) off-street parking spaces. There is also free on-street, non-metered parking near the house.","As your host, I am always available and a phone call away. We’ll do our best to accommodate your request and to ensure that your stay is an enjoyable. Have questions? Please don't hesitate to ask.","NO PETS.  NO SMOKING.  NO PARTIES.  No recreational drugs.  No open flames.  No excess noise after 10:00 pm.  Avoid disturbing neighbors.   NO PETS.  If a pet is found on the premise, a pet surcharge of $300 will be applied. You will be asked to leave immediately and will forfeit your security deposit if an animal is on the property without permission of owner. NO SMOKING PLEASE.  A $500 cleaning fee will be deducted from your deposit if smoking occurs in the unit. This is a NO PARTY house. Parties, loud get-togethers, or gatherings are not allowed because of neighbor issues, and possible damage to property. If a party, loud gathering, or loud disturbance does occur, or if neighbors or other guests call for a loud disturbance, you will forfeit your security deposit and will be evicted immediately. Please Note:  During your stay we ask that you leave the house tidy and in good order.  Guests must provide their own toiletries/cleaning supplies/paper products.  We will have a starter kit ",2014-03-14,within an hour,100%,99%,f,9,Dorchester,Dorchester,,t,Apartment,Entire home/apt,7,1.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,199.0,$600.00,$129.00,2,$25.00,1,1125,24,88.0,f,f,strict,1.83
3032,"The Eagles' nest room is up at the top of our four story charming Victorian house, which is at the top of a high hill overlooking the bay; you can see sailboats and the harbor islands from the desk, as well as huge leafy trees full of birds.    ","Rooms are fully furnished; shared kitchen fully equipped; rent includes WIFI, utilities, laundry facilities, easy onstreet parking. Bathrooms and common areas are shared. There are two full bathrooms and one half bathroom. Breakfast isn't provided but kitchen facilities are available. Off-street parking is an extra fee, but there is plenty of on-street parking available for free. ","I live in the house; if I am not travelling, I am available for advice about getting around Boston and about restaurants and shopping nearby. I speak Italian and French, and understand Spanish. ","Guests who use kitchen must wash their dishes (or put them in dishwasher) and wipe stove and counters after eating, in courtesy to other guests. No smoking inside or behind the house; smoking is permitted only in smoking area in front of house. To maintain quiet on floors with bedrooms, please use headphones to listen to music/videos or when making (website hidden) calls in bedrooms, and keep hallways conversations quiet and short.  ",2013-11-09,within an hour,100%,96%,f,4,Dorchester,Dorchester,,t,House,Private room,2,2.5,1.0,1.0,Futon,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,75.0,,$10.00,1,$20.00,2,1125,32,91.0,f,f,flexible,1.22
3033,"Welcome to our international home, we have hosted many students and visitors from around the world. Private rooms with shared kitchen and bath. Best location, less than 2 mins to train, 5 mins to beach , restaurants, shops, market",,,"Respect yourself, respect others, clean up after yourself. No smoking or drinking in the apt. Late check in after 9 p.m. and before 10 A.m. is $50, lock out is $50. Thank you",2014-06-05,within a few hours,79%,100%,f,18,,Dorchester,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,69.0,$100.00,$45.00,1,$0.00,2,30,9,82.0,f,f,strict,0.68
3034,"My place is close to Ashmont and Shawmut Red Line Train Stations, close to Dorchester Court House and Codman Square Health Center on Washington St.  My place is good for business travelers. ==> Private BDR with Airbed w/ shared kitchen, bathroom & living room. 3 min walk to Corner MBTA Bus Stop, 10 min walk to T; food, market shops near by, Train: 20 min to MGH, 30 min to Children, BI & BW hospitals, Downtown Financial District. No Pets!",Guests can access All Common Areas.,I am always available for my guests.  I am just a phone call/text/email away.,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! No ""DRUGS""! - Keep the Place Clean at All Times! - Do Not Ask the ""Neighbors"" for anything.  Ask Me!-  - No Neighbors Interaction! - No ""Drugs"" Please!!! - No Noise! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Stockton St.  It Is 2 Streets Away.  It Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",2014-05-30,within a few hours,100%,94%,f,22,,Dorchester,,f,Apartment,Private room,1,1.0,1.0,1.0,Airbed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",,31.0,$500.00,$50.00,0,$0.00,10,1125,2,90.0,f,f,moderate,0.78
