,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
1815,"Cozy, clean, private 1 bedroom in popular West Seattle. This backyard cottage offers lots of light, full kitchen. Close to parks, natural grocery, shops, theaters, restaurants, bus & banks. Five minutes drive to Alki Beach & the downtown water-taxi.",2015-07-02,within an hour,100%,100%,t,1.0,North Admiral,North Admiral,West Seattle,t,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,89.0,$200.00,$65.00,2,$7.00,3,21,15,100.0,f,f,moderate,2.59
1818,"A 600 sq ft independent, bright open plan studio in a quiet, dead-end-street house in W Seattle. A wall of windows shows Downtown & Space Needle across the glorious valley. Furnished living, dining, kitchen, bedroom, closet & en-suite bathroom.",2015-06-11,within an hour,100%,100%,t,2.0,North Admiral,North Admiral,West Seattle,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,90.0,$100.00,$60.00,2,$100.00,1,1125,23,96.0,f,t,moderate,3.61
1819,"Come stay in our sweet, pet-friendly home. We live on a quiet street less than a ten minute walk down to popular Alki Beach! See what West Seattle has to offer -- rent a paddle board or kayak, eat at Bakery Nouveau, or just relax in our beautiful backyard. Getting downtown is easy too! Take the bus or beautiful water taxi, or with a car get to Pike Place Market in less than 20 minutes.",2014-03-09,within an hour,100%,100%,f,1.0,North Admiral,North Admiral,West Seattle,t,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,200.0,,,1,$0.00,2,1125,1,100.0,f,f,flexible,0.24
1820,"This 1904 Queen Anne style home is located in a quiet, kid friendly neighborhood in the affluent North Admiral neighborhood of West Seattle. It is full of period charm with convenient updates. Stunning views of the Sound, Downtown, and Space Needle.",2015-05-31,within a day,100%,100%,f,2.0,North Admiral,North Admiral,West Seattle,t,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,225.0,$500.00,$200.00,1,$0.00,2,1125,2,100.0,f,f,moderate,0.54
1821,"A 1000 sq ft independent studio on a quiet dead-end street in W Seattle. A wall of windows overlooking the Seattle Skyline, Puget Sound and surrounded by green space. Fully furnished living, dining and bedroom areas with an en suite bathroom.",2015-06-11,within an hour,100%,100%,t,2.0,North Admiral,North Admiral,West Seattle,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,90.0,$100.00,$60.00,2,$100.00,1,1125,34,95.0,f,t,moderate,5.13
1822,"Tranquil, hand-built apartment with separate entrance; once featured as AIA home of the month.  This studio, has a queen bed, couch, dining table, mini-fridge, microwave, sink, and small tiled bathroom with European style shower.",2014-10-31,within a few hours,90%,100%,t,1.0,North Admiral,North Admiral,West Seattle,t,Cabin,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,90.0,$200.00,$50.00,2,$40.00,1,4,31,97.0,f,f,flexible,4.12
1823,Large bedroom suite with private bathroom. This beautiful 1700 SF luxury penthouse apartment was featured in 2006 in Northwest Home and Garden Magazine. Located in downtown West Seattle with easy transit connections to Downtown Seattle.,2012-07-15,within an hour,100%,100%,f,2.0,North Admiral,North Admiral,West Seattle,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,79.0,,$10.00,1,$0.00,3,1125,25,90.0,f,f,moderate,3.44
1824,Come stay in our cozy and very comfortable 1 bedroom apartment above Luna Park. We are situated right above the Luna Park Café on the first floor of a 3 story beautiful home. The views and location are outstanding as is the apartment.,2015-09-09,within an hour,100%,100%,f,2.0,North Admiral,North Admiral,West Seattle,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,100.0,$150.00,$75.00,1,$0.00,1,1125,10,98.0,f,t,flexible,3.03
1825,"Clean, cozy, and comfortable house within walking distance to Admiral and Alaska junctions. Walk to Alki beach and catch the water taxi to downtown or eat at the famous Marination Nation. Quiet street with nice neighbors.",2015-08-10,within an hour,90%,100%,f,1.0,North Admiral,North Admiral,West Seattle,t,House,Entire home/apt,6,2.0,4.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Iron}",,225.0,,,1,$0.00,2,1125,10,94.0,f,f,moderate,2.08
1827,"We look forward to welcoming to our contemporary suite  with sitting room kitchenette, deck.  Olympic Mountain views from all windows. Shared entrance - stairs to private suite. Single futon avail for third guest. Quiet area. Bus downtown 2 blocks.",2012-05-04,within a few hours,100%,100%,f,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,Bed & Breakfast,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,70.0,,$30.00,2,$10.00,1,30,117,94.0,f,f,moderate,2.8
1828,"Awesome room in great Seattle neighborhood . Close to Ballard, Greenwood, nightlife, shopping. Right on bus line. The room is available  by the night beginning Dec. 1st or for an entire week. Nightly price is $35, For the week $200.  All household items and wifi included.",2015-11-30,within a few hours,78%,100%,f,1.0,,Crown Hill,Other neighborhoods,f,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,28.0,,,1,$0.00,1,7,3,100.0,f,f,flexible,3.0
1829,"THE 5-STAR HOUSE, IS GIVING YOU A SPECIAL PRICE DISCOUNT PER ROOM FOR  THE WINTER AND SPRING UNTIL : MAY-31-2015 IN JUNE 1ST 2015, THE PRICE WILL GO BACK TO $ 80.00 / NIGHT (URL HIDDEN)60.00 PER NIGHT      $    400.00 PER WEEK      $ 1,500.00 PER MONTH ",2012-05-22,within an hour,100%,100%,f,3.0,Crown Hill,Crown Hill,Other neighborhoods,t,Bed & Breakfast,Private room,2,4.5,1.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,65.0,$200.00,$35.00,2,$25.00,2,360,22,91.0,f,t,flexible,1.15
1830,"My home is located in the Blue Ridge neighborhood, just north of downtown Seattle.   You'll have access to the TV room and the family room for a fire and book.  I welcome you to come relax!",2014-05-09,within a few hours,90%,100%,t,2.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",,69.0,$100.00,$50.00,1,$5.00,2,1125,17,95.0,f,f,strict,1.72
1831,Warm family home 15 minutes north of downtown Seattle by bus and 30 minutes from UW.  Ideal for international couple looking for homestay or a long term visitor.  King size bed with attached bath.  Large closet and dressers.  Can add desk if needed.,2014-07-20,within a day,100%,100%,f,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,41.0,,,1,$0.00,13,1125,3,100.0,f,f,moderate,0.44
1832,The Little Red House is in the charming Greenwood neighborhood in Seattle. Home is toddler and baby friendly :)  Good for up to 2 adults.,2012-03-13,within an hour,88%,100%,f,2.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer,Shampoo}",,42.0,,,2,$10.00,1,1125,22,90.0,f,f,moderate,3.61
1833,"Our home's knockout apartment sleeps 6 people- private entrance.  Wonderful king size bed, fresh linens, soaking tub, fireplace, full kitchen.  W/D available. + Queen futon & roll away bed. Insider Seattle suggestions are free- come see Seattle!",2013-06-16,within an hour,100%,100%,f,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Entire home/apt,6,1.0,1.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo}",,100.0,$100.00,$40.00,4,$10.00,1,1125,80,96.0,f,f,strict,5.61
1835,This is a lovely room in a comfortable house in the North end with great views. Sleep well at night away from the noise of the city but still have easy access to N-S routes and all of Seattle's many delightful attractions.,2014-08-31,,,,t,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,1,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,45.0,$100.00,$10.00,1,$0.00,2,1125,8,98.0,f,f,flexible,1.55
1836,"THE 5-STAR HOUSE, IS GIVING YOU A SPECIAL PRICE DISCOUNT PER ROOM FOR  THE WINTER AND SPRING UNTIL MAY 31ST 2015 IN JUNE 1ST 2015, THE PRICE WILL GO BACK TO $80.00 / NIGHT(URL HIDDEN)55.00 PER NIGHT      $    365.00 PER WEEK      $ 1,350.00 PER MONTH",2012-05-22,within an hour,100%,100%,f,3.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,2,3.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",2750.0,65.0,$200.00,$35.00,2,$25.00,2,180,37,95.0,f,t,flexible,0.91
1838,"Nestled in Crown Hill just north of Ballard, this modern, light-filled house with private yard offers easy access to Seattle's many neighborhoods. It features beautiful gardens, generous cable package, & easy street parking. Carkeek Park nearby!",2015-07-04,within a few hours,100%,100%,f,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,119.0,$99.00,$35.00,4,$30.00,1,1125,2,100.0,f,f,moderate,1.36
1840,"Great location; far enough to be peaceful, close enough to be convenient.  Sleep well in the ultra comfortable beds, enjoy relaxing in the garden after a hard day of sightseeing or being out and about this great city of ours.",2011-02-25,within an hour,100%,100%,t,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,114.0,,$60.00,1,$25.00,1,365,133,97.0,f,t,moderate,2.33
1842,"Relax in our minimalist-inspired lower level bedroom with spa-like private bathroom.  Located in the sleepy neighborhood of Crown Hill, you will be in prime distance to Golden Gardens, Carkeek Park, Greenwood and Ballard neighborhoods.",2015-04-10,within an hour,100%,100%,t,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,68.0,,$25.00,3,$0.00,1,1125,33,99.0,f,f,flexible,7.39
1844,"Our cool and comfy one bedroom is located just minutes from Green-lake and Ballard. It has its private bathroom, walk-in-closet and outdoor patio. Everything you need is a walk away: groceries shopping, restaurants, bars, and bus line to downtown.",2014-07-21,within an hour,100%,100%,f,2.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron}",,35.0,,$25.00,1,$30.00,1,30,26,94.0,f,f,strict,1.48
1845,"Private room and entrance, Queen Bed, Queen pull-out couch, private bathroom, shared laundry & fridge.  Netfilx/DVD or HDMI for laptop,   and free street parking.  Excellent lighting. Enjoy the walkable Greenwood neighborhood, and 5 minutes to all Ballard & Fremont offer; 30 mins from SeaTac Airport; on bus line 20 mins to Downtown.  Carkeek Park for trail runs and views of the Olympic Mountains over Puget Sound just down the street.",2015-08-30,within an hour,100%,100%,f,1.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,75.0,$100.00,$25.00,2,$15.00,1,1125,7,100.0,f,t,flexible,1.69
1846,Rent my remodeled Ballard home while I'm gone.  It's a great house that I just remodeled.  Enjoy it.  I do.       ,2014-05-09,within a few hours,90%,100%,t,2.0,Crown Hill,Crown Hill,Other neighborhoods,t,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,95.0,$100.00,$50.00,3,$20.00,3,1125,2,90.0,f,f,strict,0.23
1847,"THE 5-STAR HOUSE, IS GIVING YOU A SPECIAL PRICE DISCOUNT PER ROOM FOR  THE WINTER AND SPRING UNTIL: MAY- 31-2015. IN JUNE 1ST 2015, THE PRICE WILL  BE AT REGULAR PRICE $80 / NIGHT. (URL HIDDEN)58.00 PER NIGHT      $    385.00 PER WEEK      $ 1,450.00",2012-05-22,within an hour,100%,100%,f,3.0,Crown Hill,Crown Hill,Other neighborhoods,t,Bed & Breakfast,Private room,2,3.5,1.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",2.0,65.0,$200.00,$35.00,2,$25.00,2,180,74,97.0,f,t,flexible,1.71
1848,"Welcome to my delicious Tangerine Dream:  A colorful and cozy 900 sq ft 2BR/1BA mother-in-law apartment, in the heart of the West Seattle Junction.  Enjoy a spacious open floor plan surrounded by beautiful tile mosaics and fabulous colors.  Open your french doors into a  sweet backyard garden.  Ready to adventure out?  You can walk to everything!",2009-08-13,within an hour,100%,100%,t,2.0,The Junction,Fairmount Park,West Seattle,t,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,125.0,$400.00,$85.00,2,$5.00,2,365,14,100.0,f,f,strict,0.29
1849,"Quiet & cozy private room. Comfy queen bed; fresh linens, quilt & down comforter. Closet, dresser & reading chair. Attached bath; thick towels & robes. Keurig. Enjoy coffee on the patio. Easy walk to ""C"" Line Bus to downtown Seattle sightseeing.",2015-06-19,within an hour,100%,100%,f,1.0,The Junction,Fairmount Park,West Seattle,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer""}",,75.0,,,2,$0.00,2,1125,10,98.0,f,f,moderate,1.69
